f_preferred_name,Fe,C,O,Mg,Si,S,Ca,Ti,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 69645 ,0.014 ,0.0525 ,-0.046 ,0.036 ,-0.02 ,0.037 ,0.017 ,-0.005 ,213.8124005 ,-42.8046547 ,-49.200 ,-32.952 ,-54.843 ,80.71 ,thick ,G8V+G ,9.46 ,0.665 ,-73.70 ,-59.40 ,44.40 ,5726.3 ,4.46 ,1.03 ,1.00 ,
HIP 98989 ,-1.435 ,-1.68 ,-1.22 ,-1.215 ,-1.31 ,,-1.17 ,-1.195 ,301.4346544 ,4.0480032 ,67.303 ,-110.111 ,9.133 ,129.37 ,N/A ,sdF8: ,10.44 ,0.510 ,,,,5990.8 ,4.62 ,1.12 ,0.90 ,
HIP 102418 ,0.13 ,0.09 ,0.05 ,0.09 ,0.11 ,-0.06 ,0.06 ,0.18 ,311.3084296 ,-30.9556470 ,43.379 ,-49.362 ,-39.416 ,76.63 ,N/A ,F8/G0V ,8.68 ,0.576 ,,,,6130.0 ,4.39 ,1.16 ,1.14 ,
HIP 102422 ,-0.085 ,-0.11 ,-0.02 ,0.035 ,-0.015 ,0.26 ,-0.03 ,-0.015 ,311.3223874 ,61.8387831 ,4.472 ,-5.086 ,12.651 ,14.35 ,thick ,K0IV ,3.41 ,0.912 ,-34.70 ,-97.20 ,10.30 ,4951.1 ,3.35 ,,,
HIP 4127 ,-0.07 ,-0.024 ,0.06 ,-0.1285 ,-0.03 ,0.08 ,-0.074 ,-0.037 ,13.2156372 ,40.2455697 ,31.803 ,7.469 ,27.651 ,42.80 ,thin ,G0 ,6.78 ,0.595 ,50.20 ,-43.80 ,37.80 ,5898.8 ,4.07 ,1.08 ,1.66 ,
HIP 36896 ,-0.1 ,-0.15 ,-0.06 ,0.35 ,0.37 ,0.71 ,0.25 ,0.19 ,113.7866719 ,30.9609250 ,-38.327 ,86.953 ,57.008 ,110.81 ,thin ,G9III ,5.35 ,1.010 ,-2.90 ,9.70 ,-12.80 ,4962.0 ,2.80 ,,13.40 ,
2MASS 19583851+4611543 ,0.08 ,-0.01 ,0.14 ,-0.03 ,-0.01 ,,0.06 ,0.13 ,299.6604802 ,46.1984317 ,186.697 ,-327.840 ,393.394 ,545.06 ,N/A ,,,,,,,6106.6 ,4.06 ,1.15 ,1.66 ,
HIP 69673 ,-0.54 ,-0.32 ,-0.11 ,-0.1 ,-0.215 ,0.55 ,-0.41 ,-0.3265 ,213.9153000 ,19.1824090 ,-8.823 ,-5.933 ,3.699 ,11.26 ,thick ,K0IIICH-1CN-0.5 ,-0.05 ,1.239 ,25.20 ,-119.10 ,-3.10 ,4298.0 ,1.65 ,,,
HIP 36906 ,0.12 ,0.115 ,0.115 ,0.07 ,0.125 ,-0.05 ,0.19 ,0.14 ,113.8171345 ,40.5064039 ,-39.088 ,88.553 ,82.690 ,127.31 ,thin ,G0 ,7.64 ,0.662 ,-2.70 ,2.80 ,-6.50 ,5808.5 ,3.39 ,1.05 ,3.45 ,
HIP 4148 ,-0.07 ,-0.06 ,-0.115 ,-0.08 ,-0.07 ,-0.35 ,-0.1 ,-0.005 ,13.2547297 ,-30.3569149 ,11.734 ,2.764 ,-7.061 ,13.97 ,thin ,K2.5V(k) ,7.17 ,0.936 ,-36.40 ,-20.40 ,13.10 ,4978.9 ,4.66 ,0.81 ,0.74 ,
HIP 102453 ,-0.005 ,-0.255 ,-0.035 ,,0.125 ,0.48 ,0.02 ,-0.045 ,311.4156392 ,30.7197118 ,34.079 ,-38.633 ,30.612 ,59.92 ,thin ,K0IIIa ,4.23 ,1.051 ,-3.90 ,1.30 ,6.10 ,4840.0 ,2.90 ,,13.24 ,
HIP 4151 ,0.1 ,,0.065 ,0.13 ,0.11 ,-0.05 ,0.18 ,0.18 ,13.2674829 ,61.1239727 ,8.832 ,2.083 ,16.454 ,18.79 ,thin ,F9V ,4.80 ,0.540 ,-6.30 ,21.10 ,14.40 ,6092.1 ,4.11 ,1.15 ,1.69 ,
HIP 36927 ,0.04 ,,,-0.16 ,-0.03 ,,0.01 ,0.15 ,113.8618158 ,-52.4425348 ,-6.243 ,14.114 ,-20.072 ,25.32 ,N/A ,K3.5V(k) ,8.78 ,1.049 ,,,,4657.0 ,4.55 ,0.74 ,0.76 ,
BD+18 02020 ,0.13 ,,,0.11 ,0.11 ,,0.11 ,0.13 ,130.6533534 ,18.3888442 ,-114.683 ,133.551 ,58.521 ,185.51 ,N/A ,,,,,,,6259.6 ,4.24 ,1.22 ,1.38 ,
HIP 69701 ,-0.04 ,0.01 ,0.195 ,0.05 ,0.035 ,0.045 ,0.045 ,0.05 ,214.0036092 ,-6.0005590 ,-18.116 ,-12.221 ,-2.297 ,21.97 ,thin ,F7III ,4.08 ,0.511 ,24.20 ,-36.90 ,-13.30 ,6081.2 ,3.90 ,1.18 ,2.64 ,
HIP 36941 ,-0.1 ,-0.08 ,-0.065 ,0.1285 ,-0.0765 ,-0.1425 ,-0.061 ,-0.0575 ,113.9073935 ,-75.5442321 ,-5.373 ,12.121 ,-51.430 ,53.11 ,thin ,F7V ,7.31 ,0.539 ,-0.80 ,-21.40 ,-41.60 ,6206.3 ,4.47 ,1.19 ,1.44 ,
HIP 36943 ,0.09 ,,,0.07 ,0.21 ,,0.17 ,0.15 ,113.9178373 ,-70.5236476 ,-27.947 ,63.013 ,-194.916 ,206.75 ,N/A ,G8/K0III ,7.15 ,0.940 ,,,,5102.0 ,2.92 ,,10.73 ,
2MASS 13485213+2740093 ,-0.77 ,-1.03 ,-0.6 ,-0.61 ,-0.64 ,,-0.59 ,,207.2172851 ,27.6692996 ,-170.220 ,-87.546 ,100.363 ,216.13 ,N/A ,,10.70 ,,,,,6024.0 ,4.10 ,1.09 ,1.38 ,
HIP 36948 ,0.07 ,-0.05 ,-0.175 ,0.06 ,0.02 ,0.25 ,0.11 ,0.075 ,113.9477601 ,-32.2039007 ,-12.518 ,28.186 ,-19.424 ,36.45 ,thin ,G8Vk ,8.22 ,0.734 ,-23.10 ,-14.20 ,-4.30 ,5484.0 ,4.54 ,0.97 ,0.88 ,
HIP 102485 ,0.08 ,,,,0.12 ,-0.06 ,-0.01 ,0.09 ,311.5238852 ,-25.2708974 ,8.537 ,-9.641 ,-6.079 ,14.24 ,thin ,F5V ,4.15 ,0.426 ,23.70 ,-3.60 ,-14.50 ,6606.9 ,4.41 ,1.35 ,1.46 ,
HIP 102488 ,-0.075 ,-0.27 ,-0.06 ,0.095 ,0.03 ,0.41 ,-0.05 ,0.005 ,311.5528011 ,33.9703283 ,12.744 ,-14.378 ,12.945 ,23.17 ,thin ,K0III-IV ,2.48 ,1.021 ,-52.10 ,0.30 ,-6.90 ,4763.1 ,2.67 ,,,
HIP 4185 ,0.15 ,-0.12 ,-0.06 ,0.31 ,0.31 ,1.03 ,0.2 ,0.17 ,13.3675950 ,37.4182032 ,90.021 ,21.392 ,70.790 ,116.50 ,thin ,K2III ,6.07 ,1.139 ,5.70 ,-19.00 ,-15.70 ,4714.0 ,,,11.83 ,
HIP 69724 ,0.32 ,0.449 ,0.72 ,0.35 ,0.27 ,,0.29 ,0.255 ,214.0840156 ,-4.2852036 ,-53.924 ,-36.487 ,-4.879 ,65.29 ,N/A ,G8V ,8.94 ,0.735 ,,,,5558.5 ,4.36 ,0.98 ,1.09 ,
HIP 36962 ,-0.33 ,0.12 ,-0.06 ,,-0.1 ,,-0.06 ,,113.9806276 ,26.8957532 ,-29.346 ,65.972 ,36.624 ,80.96 ,thin ,M0III ,4.06 ,1.540 ,17.90 ,-31.10 ,-32.50 ,3988.0 ,1.90 ,,40.65 ,
HIP 102499 ,-0.12 ,-0.09 ,0.07 ,0.01 ,0.07 ,0.45 ,-0.03 ,0.06 ,311.5883542 ,52.9952969 ,53.279 ,-60.034 ,106.499 ,133.36 ,thin ,K0 ,6.34 ,1.131 ,86.10 ,-25.80 ,-3.20 ,4631.0 ,,,12.67 ,
HIP 36964 ,-0.06 ,-0.025 ,,0.1185 ,0.044 ,0.032 ,0.0235 ,0.181 ,113.9840175 ,-32.8414180 ,-17.971 ,40.393 ,-28.537 ,52.62 ,thin ,G8V ,8.93 ,0.766 ,20.50 ,-60.20 ,9.50 ,5413.7 ,4.37 ,0.94 ,0.94 ,
HIP 82621 ,0.15 ,,0.19 ,0.255 ,0.175 ,0.3 ,0.23 ,0.19 ,253.3549894 ,-20.4157781 ,-7.572 ,-25.327 ,-9.839 ,28.21 ,thin ,G2IV-V ,5.88 ,0.685 ,-21.20 ,-6.50 ,-3.30 ,5601.5 ,3.96 ,0.99 ,1.88 ,
HIP 36976 ,-0.06 ,,-0.04 ,,-0.08 ,,,-0.01 ,114.0059606 ,-3.1517712 ,-14.398 ,32.330 ,-1.949 ,35.44 ,thick ,G1V ,7.18 ,0.564 ,-126.10 ,-57.30 ,-13.50 ,5963.0 ,4.37 ,1.09 ,1.14 ,
HIP 69751 ,0.065 ,,,,0.11 ,0.32 ,0.09 ,0.31 ,214.1368478 ,20.1218461 ,-26.188 ,-17.755 ,11.592 ,33.70 ,thin ,F6V ,6.25 ,0.504 ,-8.50 ,-24.90 ,-1.80 ,6351.5 ,4.26 ,1.24 ,1.32 ,
HIP 69753 ,-0.135 ,,,-0.04 ,-0.06 ,,-0.22 ,-0.31 ,214.1413921 ,32.2084381 ,-110.891 ,-75.196 ,84.401 ,158.35 ,thin ,K0III ,6.74 ,0.938 ,2.70 ,7.60 ,-21.00 ,4943.5 ,2.80 ,,9.43 ,
HIP 102523 ,-0.55 ,,,-0.335 ,-0.43 ,,-0.38 ,-0.32 ,311.6478233 ,59.8526354 ,18.233 ,-20.501 ,47.240 ,54.63 ,thin ,G0 ,8.57 ,0.653 ,80.90 ,-19.70 ,-23.60 ,5836.0 ,4.31 ,1.07 ,0.94 ,
HIP 114709 ,-0.25 ,,-0.28 ,-0.11 ,-0.28 ,,-0.21 ,-0.26 ,348.5367392 ,-52.0234253 ,46.573 ,-9.444 ,-60.875 ,77.23 ,thin ,G1/2V ,9.00 ,0.564 ,-77.30 ,-20.40 ,-21.90 ,6034.3 ,4.34 ,1.11 ,1.03 ,
HD 181777 ,0.13 ,0.06 ,-0.07 ,0.12 ,0.06 ,,0.16 ,0.14 ,289.9310472 ,44.3747978 ,45.396 ,-125.193 ,130.294 ,186.31 ,N/A ,,8.66 ,,,,,6427.2 ,4.22 ,1.25 ,2.62 ,
HIP 36993 ,0.24 ,0.2 ,0.11 ,0.21 ,0.185 ,,0.22 ,0.23 ,114.0585101 ,32.8360684 ,-16.904 ,37.863 ,26.759 ,49.35 ,thin ,G0 ,8.00 ,0.632 ,-30.90 ,-25.00 ,-3.40 ,5926.7 ,4.49 ,1.08 ,1.09 ,
HIP 93547 ,0.31 ,0.34 ,0.34 ,0.38 ,0.361 ,0.249 ,0.288 ,0.383 ,285.8009560 ,-56.9966693 ,7.257 ,-25.646 ,-41.036 ,48.93 ,thin ,K0III ,7.07 ,0.888 ,-40.30 ,-19.80 ,3.40 ,5271.0 ,3.84 ,,2.22 ,
HIP 102532 ,0.185 ,0.05 ,0.2 ,0.36 ,0.32 ,0.52 ,0.22 ,0.27 ,311.6645799 ,16.1242878 ,22.383 ,-25.153 ,9.734 ,35.05 ,thin ,K1IV ,4.27 ,1.042 ,18.40 ,-21.30 ,-10.90 ,4891.0 ,3.15 ,,7.46 ,
HIP 69780 ,-0.55 ,-0.385 ,-0.13 ,-0.185 ,-0.345 ,-0.3815 ,-0.36 ,-0.34 ,214.2391561 ,-50.2813572 ,-58.384 ,-39.736 ,-85.009 ,110.52 ,thick ,F8/G0WF5 ,8.67 ,0.573 ,-56.10 ,-126.50 ,46.50 ,5834.0 ,3.99 ,1.06 ,1.92 ,
2MASS 20032735+4420151 ,-0.1 ,-0.055 ,-0.145 ,-0.09 ,-0.115 ,,-0.06 ,-0.09 ,300.8639583 ,44.3375530 ,163.029 ,-272.791 ,310.530 ,444.32 ,N/A ,,12.98 ,,,,,5861.5 ,4.41 ,1.07 ,1.06 ,
HIP 69792 ,-0.09 ,-0.32 ,-0.18 ,,0.07 ,0.52 ,-0.02 ,-0.11 ,214.2657913 ,-18.5856995 ,-98.597 ,-67.172 ,-40.117 ,125.87 ,thin ,K0III ,6.22 ,0.985 ,-10.10 ,-0.80 ,-9.70 ,4921.0 ,,,10.45 ,
HIP 4257 ,-0.49 ,-0.6 ,-0.21 ,-0.29 ,-0.05 ,-0.17 ,-0.4 ,-0.47 ,13.5733050 ,-8.7406641 ,122.024 ,29.461 ,-19.300 ,127.00 ,thin ,G8III ,6.16 ,0.911 ,-1.70 ,-17.60 ,-53.20 ,4798.8 ,2.79 ,,11.22 ,
HIP 69796 ,-0.01 ,,-0.04 ,0.02 ,-0.03 ,,-0.01 ,-0.015 ,214.2698950 ,-66.3160539 ,-14.763 ,-10.059 ,-40.727 ,44.47 ,thin ,G0/1V ,7.28 ,0.590 ,-76.60 ,-54.00 ,-16.40 ,5943.0 ,4.17 ,1.08 ,1.36 ,
HIP 37030 ,-0.06 ,,,-0.06 ,-0.01 ,,-0.11 ,-0.13 ,114.1423436 ,65.0962315 ,-60.778 ,135.601 ,320.074 ,352.89 ,N/A ,K0 ,7.18 ,1.241 ,,,,4552.0 ,,,24.61 ,
HIP 82632 ,0.2 ,0.432 ,0.46 ,0.13 ,0.505 ,,-0.71 ,-1.045 ,253.3739003 ,-46.3329557 ,-17.363 ,-58.147 ,-63.576 ,87.89 ,thin ,G6V ,9.16 ,0.711 ,-38.60 ,-44.80 ,10.40 ,5817.0 ,4.38 ,1.04 ,1.18 ,
HIP 102580 ,0.15 ,0.16 ,0.06 ,0.16 ,0.167 ,0.102 ,0.17 ,0.1995 ,311.8192498 ,-35.1540857 ,20.167 ,-22.540 ,-21.299 ,36.99 ,thin ,K0IV-V ,8.28 ,0.759 ,-29.80 ,-13.80 ,-11.50 ,5376.6 ,4.41 ,0.93 ,0.92 ,
HIP 37046 ,0.165 ,-0.055 ,0.045 ,0.295 ,0.245 ,0.94 ,0.165 ,0.175 ,114.1959790 ,55.7550650 ,-19.691 ,43.822 ,70.573 ,85.37 ,thin ,K2III ,5.94 ,1.123 ,-7.60 ,-12.20 ,-5.20 ,4632.7 ,2.64 ,,9.89 ,
2MASS 19311407+4934460 ,0.2 ,0.15 ,0.15 ,0.15 ,0.18 ,,0.24 ,0.14 ,292.8086104 ,49.5794612 ,230.610 ,-548.368 ,698.480 ,917.48 ,N/A ,,,,,,,5959.8 ,4.22 ,1.09 ,1.34 ,
HIP 4288 ,0.15 ,,,0.45 ,0.34 ,0.88 ,0.24 ,0.19 ,13.7421090 ,23.6283740 ,33.799 ,8.266 ,15.222 ,37.98 ,thin ,K0IV(e) ,5.45 ,1.012 ,-18.20 ,-16.80 ,-3.30 ,4777.5 ,3.08 ,,,
HIP 4290 ,-0.1015 ,,-0.23 ,,-0.17 ,-0.35 ,-0.0205 ,-0.049 ,13.7469595 ,24.1002709 ,26.504 ,6.484 ,12.206 ,29.89 ,thin ,G5 ,7.38 ,0.652 ,33.30 ,-4.50 ,-14.50 ,5764.0 ,4.25 ,1.04 ,0.91 ,
HIP 37060 ,0.13 ,,,0.24 ,0.25 ,,0.27 ,0.16 ,114.2408683 ,-40.1920556 ,-85.052 ,188.888 ,-175.009 ,271.18 ,thin ,K0IIIBa0.5 ,7.07 ,1.220 ,-0.90 ,-21.50 ,-11.10 ,4965.0 ,,,17.98 ,
HIP 4293 ,,,,-0.09 ,0.06 ,,,0.03 ,13.7512970 ,-69.5270840 ,23.191 ,5.675 ,-63.950 ,68.26 ,thin ,K2III ,5.46 ,1.095 ,5.60 ,-12.80 ,5.70 ,4705.7 ,2.73 ,,9.09 ,
HIP 4297 ,0.125 ,0.05 ,0.08 ,0.11 ,0.13 ,0.34 ,0.12 ,0.13 ,13.7558328 ,0.7895559 ,117.912 ,28.866 ,1.673 ,121.41 ,thin ,K0III ,8.05 ,0.985 ,14.90 ,-18.20 ,-12.80 ,4900.0 ,3.35 ,,4.43 ,
2MASS 19004559+4601406 ,0.28 ,0.21 ,0.26 ,0.19 ,0.26 ,,0.3 ,0.25 ,285.1899530 ,46.0279699 ,64.181 ,-236.389 ,253.898 ,352.79 ,N/A ,,,,,,,6066.2 ,4.17 ,1.13 ,1.45 ,
HIP 37069 ,0.09 ,-0.17 ,-0.05 ,0.08 ,0.19 ,0.77 ,0.09 ,0.1 ,114.2646225 ,-26.8164671 ,-46.293 ,102.697 ,-56.943 ,126.22 ,N/A ,K1III ,6.89 ,1.077 ,,,,4775.0 ,,,8.37 ,
HIP 102610 ,-0.225 ,-0.0605 ,-0.02 ,-0.132 ,-0.159 ,0.07 ,-0.16 ,-0.1575 ,311.9077926 ,12.9862430 ,26.240 ,-29.237 ,9.060 ,40.32 ,thin ,F8 ,7.44 ,0.587 ,-23.50 ,-22.70 ,10.90 ,5802.7 ,4.30 ,1.05 ,1.19 ,
HIP 102611 ,-0.44 ,-0.13 ,-0.22 ,-0.37 ,-0.32 ,-0.22 ,-0.39 ,-0.41 ,311.9100133 ,16.2384389 ,35.270 ,-39.295 ,15.379 ,55.00 ,thin ,F9V ,7.60 ,0.501 ,-5.40 ,17.20 ,-37.60 ,6146.8 ,4.21 ,1.18 ,1.32 ,
HIP 102612 ,0.04 ,,,0.3 ,0.24 ,0.22 ,0.07 ,0.44 ,311.9112198 ,6.9760168 ,57.657 ,-64.235 ,10.562 ,86.96 ,thin ,F5 ,7.28 ,0.461 ,9.30 ,0.20 ,-1.30 ,6369.0 ,3.83 ,1.26 ,2.27 ,
HIP 4310 ,0.49 ,0.43 ,,0.49 ,0.499 ,,0.39 ,0.583 ,13.7991034 ,-16.9715609 ,54.999 ,13.508 ,-17.284 ,59.21 ,thin ,K0IV ,7.91 ,0.991 ,51.80 ,-24.10 ,13.20 ,5092.0 ,3.88 ,,2.01 ,
HIP 4311 ,-0.27 ,-0.165 ,-0.13 ,-0.2365 ,-0.228 ,-0.302 ,-0.1925 ,-0.189 ,13.7995415 ,-47.4059656 ,34.878 ,8.567 ,-39.066 ,53.07 ,thin ,F7V ,6.72 ,0.500 ,47.60 ,-35.80 ,-21.50 ,6257.3 ,4.24 ,1.21 ,1.86 ,
HD 178688 ,-0.07 ,-0.03 ,0.09 ,0.07 ,-0.14 ,,,-0.09 ,286.9316321 ,41.9377027 ,39.210 ,-128.799 ,120.961 ,180.99 ,N/A ,,9.02 ,,,,,6343.0 ,3.92 ,1.26 ,2.19 ,
HIP 22566 ,0.27 ,0.2 ,0.22 ,0.24 ,0.175 ,0.35 ,0.185 ,0.16 ,72.8467288 ,15.4334651 ,17.501 ,56.701 ,16.382 ,61.56 ,thin ,F8 ,7.89 ,0.527 ,-43.10 ,-17.70 ,-1.60 ,6428.3 ,4.20 ,1.29 ,1.20 ,
HIP 99025 ,0.01 ,0.16 ,0.11 ,-0.1 ,0.07 ,0.22 ,-0.01 ,-0.16 ,301.5517615 ,-1.7189123 ,52.198 ,-85.008 ,-2.994 ,99.80 ,thin ,F5V ,8.03 ,0.544 ,25.00 ,-22.20 ,-3.10 ,6174.2 ,4.02 ,1.20 ,1.94 ,
HIP 102642 ,-0.041 ,-0.166 ,-0.0045 ,-0.0245 ,-0.14 ,0.25 ,-0.0425 ,-0.06 ,311.9707469 ,52.4071492 ,16.946 ,-18.840 ,32.913 ,41.54 ,thin ,G7IV ,6.27 ,0.883 ,16.20 ,-39.70 ,-37.80 ,5151.0 ,3.84 ,,2.89 ,
HIP 69881 ,0.31 ,0.33 ,0.1535 ,0.29 ,0.2805 ,0.24 ,0.2725 ,0.27 ,214.5030283 ,-7.5423922 ,-26.769 ,-18.400 ,-4.301 ,32.77 ,thin ,G5/6V ,6.50 ,0.723 ,35.60 ,3.60 ,-43.10 ,5658.7 ,4.11 ,1.01 ,1.62 ,
HIP 69888 ,,-0.19 ,-0.14 ,-0.07 ,-0.19 ,,-0.02 ,-0.04 ,214.5388260 ,38.9669821 ,-98.406 ,-67.731 ,96.624 ,153.65 ,thick ,G7III ,8.21 ,0.970 ,-6.40 ,-44.20 ,-65.10 ,4850.0 ,,,5.24 ,
2MASS 19003517+3922148 ,-0.02 ,-0.04 ,0.03 ,-0.06 ,-0.07 ,,-0.03 ,-0.01 ,285.1466011 ,39.3707969 ,134.594 ,-497.219 ,422.680 ,666.33 ,N/A ,,,,,,,6216.0 ,4.34 ,1.20 ,1.22 ,
HIP 102664 ,-0.23 ,-0.24 ,-0.065 ,-0.1885 ,-0.2335 ,-0.228 ,-0.153 ,-0.142 ,312.0632897 ,-12.4543021 ,27.177 ,-30.116 ,-8.959 ,41.54 ,thin ,G0.5V ,8.03 ,0.619 ,-13.40 ,-3.50 ,13.40 ,5826.8 ,4.55 ,1.05 ,0.94 ,
HIP 69904 ,,0.36 ,0.49 ,0.28 ,0.02 ,-0.04 ,-0.09 ,0.07 ,214.5989894 ,-33.2205554 ,-64.930 ,-44.791 ,-51.659 ,94.29 ,thin ,A9IV/V ,6.54 ,0.284 ,-41.20 ,-15.90 ,-17.30 ,7144.0 ,3.80 ,1.62 ,2.63 ,
HIP 102675 ,-0.26 ,0.15 ,0.065 ,-0.195 ,-0.215 ,,-0.185 ,-0.36 ,312.0907957 ,-22.7407080 ,31.765 ,-35.166 ,-19.863 ,51.38 ,thin ,F7V ,7.31 ,0.527 ,1.10 ,-39.70 ,-18.50 ,6113.7 ,4.11 ,1.17 ,1.44 ,
HIP 69908 ,0.23 ,-0.01 ,-0.04 ,0.11 ,0.02 ,,0.19 ,0.13 ,214.6094434 ,-19.5624118 ,-122.157 ,-84.300 ,-52.741 ,157.51 ,thin ,K0III ,8.30 ,1.031 ,-10.50 ,-16.40 ,-9.20 ,4858.0 ,,,5.34 ,
HIP 4382 ,0.05 ,-0.24 ,0.01 ,0.12 ,0.11 ,0.49 ,0.12 ,0.08 ,14.0380005 ,13.9519595 ,136.576 ,34.148 ,34.975 ,145.06 ,thin ,G8II ,6.44 ,0.962 ,0.20 ,2.70 ,-5.50 ,4951.0 ,2.64 ,,10.26 ,
HIP 102693 ,-0.07 ,0.05 ,0.42 ,-0.04 ,-0.09 ,0.04 ,0.02 ,,312.1214491 ,-43.9885102 ,17.918 ,-19.815 ,-25.788 ,37.13 ,thin ,F1IV ,5.13 ,0.361 ,-35.10 ,-17.60 ,-18.40 ,6862.0 ,3.88 ,1.50 ,2.20 ,
HIP 4393 ,0.25 ,0.2545 ,0.123 ,0.3465 ,0.24 ,0.41 ,0.283 ,0.24 ,14.0723628 ,52.4912377 ,24.372 ,6.109 ,32.734 ,41.27 ,thin ,G5 ,7.52 ,0.667 ,-32.30 ,-20.50 ,1.00 ,5899.0 ,4.40 ,1.07 ,1.14 ,
HIP 4395 ,0.26 ,,,,0.18 ,,,0.23 ,14.0886061 ,-63.9583365 ,20.098 ,5.044 ,-42.408 ,47.20 ,thin ,G8IV ,7.16 ,0.808 ,-92.90 ,18.20 ,33.10 ,5453.0 ,4.15 ,0.95 ,1.88 ,
HIP 102703 ,0.035 ,0.1275 ,0.2175 ,0.1 ,0.052 ,0.06 ,0.066 ,0.035 ,312.1491347 ,9.4662594 ,115.376 ,-127.469 ,28.667 ,174.30 ,thin ,F8 ,7.62 ,0.581 ,0.00 ,-2.90 ,-11.40 ,6082.5 ,3.21 ,1.14 ,4.38 ,
HIP 37170 ,0.06 ,0.02 ,0.01 ,-0.04 ,-0.01 ,,0.12 ,0.06 ,114.5685041 ,47.7486727 ,-11.044 ,24.158 ,29.242 ,39.51 ,thin ,G0 ,7.69 ,0.621 ,-14.40 ,-27.70 ,-4.80 ,5904.0 ,4.49 ,1.09 ,0.99 ,
HIP 37171 ,0.21 ,0.34 ,0.13 ,0.1715 ,0.2 ,0.08 ,0.151 ,0.205 ,114.5721199 ,-27.1455250 ,-18.500 ,40.460 ,-22.811 ,50.00 ,thin ,G5IV/V ,8.40 ,0.737 ,-78.90 ,-59.20 ,-0.70 ,5608.0 ,4.37 ,0.99 ,1.04 ,
2MASS 00154919+1333218 ,0.11 ,0.14 ,,-0.14 ,0.17 ,,-0.03 ,0.05 ,3.9551766 ,13.5561995 ,11.842 ,0.819 ,2.862 ,12.21 ,N/A ,,,,,,,3376.0 ,4.96 ,0.24 ,0.27 ,
2MASS 18560265+4429395 ,0.05 ,0.05 ,0.01 ,0.07 ,-0.11 ,,0.06 ,-0.02 ,284.0110098 ,44.4942968 ,80.858 ,-324.037 ,328.129 ,468.19 ,N/A ,,,,,,,5887.8 ,4.23 ,1.07 ,1.31 ,
HIP 4422 ,-0.355 ,-0.41 ,-0.175 ,-0.135 ,-0.16 ,0.05 ,-0.215 ,-0.22 ,14.1662672 ,59.1810557 ,28.693 ,7.242 ,49.605 ,57.76 ,thin ,G8.5IIIbFe-0.5 ,4.63 ,0.957 ,49.20 ,-25.90 ,-10.60 ,4824.9 ,2.53 ,,10.03 ,
HIP 4423 ,0.255 ,0.32 ,0.11 ,0.2825 ,0.24 ,0.22 ,0.208 ,0.179 ,14.1675977 ,17.9598148 ,61.983 ,15.647 ,20.722 ,67.20 ,thin ,G0 ,8.33 ,0.631 ,-17.00 ,-28.10 ,-3.00 ,5992.5 ,4.32 ,1.10 ,1.22 ,
2MASS 11260363+0113505 ,0.14 ,0.07 ,0.03 ,0.11 ,0.11 ,,0.14 ,0.11 ,171.5151726 ,1.2307399 ,-246.856 ,36.826 ,5.362 ,249.65 ,N/A ,,,,,,,5231.0 ,4.49 ,0.89 ,0.89 ,
HIP 69965 ,-0.64 ,-0.35 ,-0.32 ,-0.495 ,-0.54 ,-0.44 ,-0.555 ,-0.59 ,214.7537319 ,-25.8154256 ,-13.307 ,-9.233 ,-7.835 ,17.99 ,thin ,F9VFe-1.5CH-0.7 ,5.87 ,0.518 ,-42.80 ,10.00 ,21.60 ,6152.0 ,4.54 ,1.17 ,0.97 ,
HIP 37202 ,-0.13 ,,,-0.05 ,,,,0.02 ,114.6355788 ,-38.7814888 ,-41.401 ,90.279 ,-79.802 ,127.41 ,thin ,G8III ,6.20 ,1.015 ,14.40 ,-31.20 ,-5.10 ,4868.0 ,2.65 ,,11.50 ,
HIP 69972 ,0.28 ,0.3 ,0.4 ,0.34 ,0.305 ,1.08 ,0.2 ,0.405 ,214.7701424 ,-59.3790373 ,-4.953 ,-3.438 ,-10.186 ,11.84 ,thin ,K3IV ,6.66 ,1.017 ,-39.80 ,-14.80 ,-34.70 ,4893.3 ,4.51 ,0.80 ,0.81 ,
HIP 37205 ,-0.275 ,,,-0.34 ,-0.34 ,-0.22 ,-0.29 ,-0.27 ,114.6398990 ,73.5958157 ,-11.876 ,25.893 ,96.763 ,100.87 ,thin ,F5 ,7.57 ,0.472 ,-11.10 ,-26.90 ,-20.30 ,6415.5 ,3.83 ,1.29 ,2.27 ,
HIP 37217 ,0.17 ,0.01 ,,-0.06 ,0.06 ,,-0.16 ,0.09 ,114.6706681 ,-21.2245772 ,-4.059 ,8.836 ,-3.776 ,10.43 ,thin ,M3 ,11.68 ,1.588 ,42.50 ,6.90 ,7.80 ,3397.0 ,4.91 ,0.29 ,0.31 ,
HIP 4454 ,-0.17 ,,-0.11 ,-0.06 ,-0.01 ,,,-0.25 ,14.2683742 ,69.0434542 ,8.682 ,2.208 ,23.391 ,25.05 ,thick ,K4V ,9.10 ,1.025 ,-42.90 ,-86.30 ,-30.70 ,4378.0 ,4.60 ,0.68 ,0.78 ,
